Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Caballero, Angel",7:37,1,2,50%,0,0,0%,0,2,0%,1,0,1,3,3,0,0,0,2
"Hernandez, Adrian",2:27,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Rosas, Samuel",17:06,0,2,0%,0,1,0%,0,0,0%,1,0,1,1,1,2,1,0,0
"Brown, Daniel 'Dee'",26:26,2,3,67%,2,5,40%,1,1,100%,0,4,4,6,1,4,2,0,11
"Colón, Alexis 'Bebo'",2:27,0,1,0%,0,0,0%,0,0,0%,2,0,2,1,0,0,0,0,0
"Rodriguez, Ricardo",2:27,0,0,0%,0,1,0%,0,0,0%,1,0,1,0,0,0,0,0,0
"Jones, Joel",26:24,4,8,50%,2,3,67%,1,2,50%,2,5,7,3,2,3,1,0,15
"Alamo, Angel 'Junito'",20:37,3,4,75%,1,1,100%,3,4,75%,3,7,10,2,3,0,0,0,12
"Huertas, David",37:33,5,9,56%,2,7,29%,1,2,50%,2,2,4,2,2,1,0,0,17
"Meeking, Antonio",16:56,1,3,33%,1,1,100%,0,0,0%,0,2,2,2,3,0,0,0,5
"Ramos, Peter John",36:29,7,12,58%,0,0,0%,3,4,75%,2,10,12,3,3,3,1,0,17
"Ricardo, Osiris",3:31,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,2,0,0,0,2
Totals:,,25,46,54%,8,19,42%,9,15,60%,14,31,45,23,20,13,5,0,83
