Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Torres, Andres",16:55,0,0,0%,0,1,0%,0,0,0%,0,1,1,4,1,0,0,0,0
"Belardo, Gabriel J.",20:34,3,6,50%,5,11,45%,0,0,0%,0,1,1,3,0,0,0,0,21
"Colon, Gabriel 'Pirulo'",26:12,2,3,67%,1,1,100%,4,4,100%,2,5,7,1,2,1,1,0,11
"Pagan, Wilfredo",0:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Reese, Derek",3:38,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Liz, Víctor",23:33,4,8,50%,1,6,17%,1,3,33%,2,1,3,3,1,3,1,1,12
"Emory, Carlos",15:52,1,1,100%,1,3,33%,2,2,100%,2,4,6,1,2,0,1,0,7
"Rivera, Carlos Rubén",21:32,2,2,100%,3,4,75%,0,0,0%,1,4,5,1,5,1,0,0,13
"Dawson, Eric",19:56,0,4,0%,0,0,0%,0,0,0%,2,1,3,2,2,2,1,1,0
"Vassallo, Ángel Daniel",21:09,1,1,100%,2,5,40%,2,2,100%,0,6,6,7,1,2,0,0,10
"Harris, Mike",30:06,6,12,50%,0,1,0%,0,0,0%,3,7,10,3,3,2,1,2,12
Totals:,,19,38,50%,13,33,39%,9,11,82%,12,30,42,25,19,11,5,4,86
