Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",13:52,1,1,100%,0,2,0%,0,0,0%,0,3,3,6,1,2,1,0,2
"Liz, Víctor",18:37,5,5,100%,1,3,33%,3,4,75%,0,0,0,0,4,0,1,0,16
"Elonu, Chinemelu",14:57,3,4,75%,0,0,0%,0,0,0%,3,3,6,1,4,1,1,3,6
"Hodge Jr., Walter",26:53,4,6,67%,2,6,33%,6,7,86%,0,0,0,6,2,4,1,0,20
"Butler, Nathaniel",2:49,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Villegas, Johwen",7:36,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Gaston, Chris",30:25,8,9,89%,2,3,67%,3,3,100%,1,5,6,2,0,3,3,2,25
"Rodríguez, Jonathan",23:26,3,8,38%,2,3,67%,2,2,100%,3,1,4,1,4,1,0,0,14
"Huertas, David",26:47,1,1,100%,1,5,20%,4,4,100%,0,1,1,3,2,2,0,0,9
"Torres, Jorge Luis",1:21,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Jefferson, Davon",9:01,2,3,67%,0,0,0%,0,1,0%,0,3,3,0,3,3,0,0,4
"Rodriguez, Wilfredo 'Willie'",15:07,1,2,50%,0,1,0%,0,0,0%,2,3,5,1,1,1,1,0,2
"Collier, Devon",9:09,1,2,50%,0,1,0%,0,0,0%,2,4,6,4,0,0,0,0,2
Totals:,,29,43,67%,8,24,33%,18,21,86%,11,25,36,24,23,17,8,5,100
