Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",30:12,5,10,50%,0,1,0%,1,1,100%,0,0,0,2,3,2,1,0,11
"Rivera, Angel 'Comby'",0:08,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Branch, Onzie",3:52,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,1,2
"Cordero, Esteban",3:15,1,3,33%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Browne, Gary",33:56,6,9,67%,0,2,0%,2,3,67%,0,2,2,8,2,5,1,0,14
"Ruiz, Gabriel",0:08,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Wilson, Jeremiah",33:10,2,5,40%,1,5,20%,5,6,83%,1,5,6,2,3,2,0,0,12
"López, Carlos 'Yao'",6:27,1,1,100%,0,0,0%,0,0,0%,1,1,2,0,3,0,0,0,2
"Sosa, Isaac",12:02,0,0,0%,1,2,50%,0,0,0%,0,2,2,0,1,0,0,1,3
"Famous, Jarrid",35:29,8,16,50%,0,0,0%,0,0,0%,5,8,13,1,2,3,0,2,16
"Maldonado, Diego",1:47,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Franklin, Alexander",37:05,0,2,0%,4,6,67%,0,0,0%,0,2,2,2,4,3,4,1,12
"Brady, Chris",2:23,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,25,49,51%,6,17,35%,8,10,80%,8,20,28,15,20,16,6,5,76
