Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Martinez, William",0:04,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Clavell, Gilberto",17:52,1,4,25%,1,4,25%,0,0,0%,1,1,2,2,4,1,0,0,5
"Labissiere, Skal",24:36,3,6,50%,0,1,0%,1,1,100%,2,1,3,1,0,1,1,0,7
"Rivera, Filiberto",20:33,2,2,100%,0,1,0%,3,4,75%,0,0,0,2,1,0,0,0,7
"Sosa, Isaac",26:54,4,4,100%,2,4,50%,0,0,0%,0,1,1,1,2,2,0,0,14
"Clavell, Gian",23:12,2,3,67%,1,4,25%,3,4,75%,0,2,2,5,2,2,4,0,10
"Miranda, Jermaine",6:50,1,2,50%,0,0,0%,0,0,0%,0,2,2,0,0,0,1,0,2
"Diallo, Cheick",37:32,12,17,71%,0,0,0%,7,12,58%,3,17,20,0,3,1,1,0,31
"Matías, Ángel L.",20:37,2,3,67%,1,2,50%,0,1,0%,0,0,0,4,2,3,1,0,7
"Barea, José Juan",21:50,2,6,33%,2,4,50%,2,3,67%,0,2,2,8,3,2,1,0,12
Totals:,,29,47,62%,7,20,35%,16,25,64%,6,26,32,23,17,12,9,0,95
