Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",31:17,3,6,50%,2,5,40%,3,4,75%,1,3,4,3,2,4,0,0,15
"Manderson, Isaiah",15:56,2,5,40%,1,2,50%,0,0,0%,0,2,2,0,5,0,0,0,7
"Conklin, Brian",40,5,12,42%,1,6,17%,4,6,67%,3,12,15,3,3,3,0,0,17
"Reyes, Justin",21:26,1,2,50%,2,5,40%,0,0,0%,2,5,7,2,1,3,0,1,8
"Ruiz, Jared",24:47,2,4,50%,2,5,40%,0,2,0%,1,1,2,3,3,2,0,0,10
"Arroyo, Carlos Andrés",10:38,1,3,33%,0,0,0%,0,0,0%,2,0,2,1,1,0,0,0,2
"Pérez, Owen",22:20,4,7,57%,0,0,0%,1,2,50%,4,8,12,0,1,0,0,0,9
"Matías, Ángel L.",12:26,2,4,50%,0,1,0%,0,0,0%,0,2,2,1,2,1,0,0,4
"Mercurius, Dinero",21:07,1,3,33%,2,4,50%,4,5,80%,1,0,1,3,5,1,0,0,12
Totals:,,21,46,46%,10,28,36%,12,19,63%,14,33,47,16,23,14,0,1,84
