Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",33:21,3,6,50%,2,4,50%,3,4,75%,0,2,2,1,0,2,2,0,15
"Clarke, Coty",15:54,1,1,100%,0,2,0%,10,11,91%,4,2,6,2,4,1,0,0,12
"Alamo, Angel 'Junito'",4:54,0,1,0%,0,0,0%,0,0,0%,2,0,2,0,0,1,0,0,0
"Hodge Jr., Walter",10:22,0,1,0%,1,3,33%,2,4,50%,0,3,3,2,2,1,2,0,5
"Clemente, Denis",10:59,0,0,0%,0,3,0%,0,0,0%,1,1,2,1,0,0,0,0,0
"Cortes, David",3:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Victor, Cuthbert",19:30,1,3,33%,0,2,0%,3,8,38%,1,4,5,1,4,0,2,1,5
"Lalanne, Cady",30:25,4,8,50%,0,2,0%,2,2,100%,1,8,9,4,4,1,0,1,10
"Cruz, Alvin",1:15,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Jones, Joel",6:53,1,3,33%,0,0,0%,0,0,0%,1,0,1,0,0,0,1,0,2
"Balkman, Renaldo",28:37,2,9,22%,0,0,0%,2,4,50%,3,9,12,2,4,1,0,4,6
"Huertas, David",32:42,6,9,67%,3,6,50%,10,10,100%,1,1,2,2,4,0,1,0,31
"Matías, Ángel L.",1:54,1,2,50%,0,0,0%,0,1,0%,0,0,0,0,0,1,0,0,2
Totals:,,19,43,44%,6,22,27%,32,44,73%,14,30,44,15,22,8,8,6,88
