Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Josiah, Jahvari",0:28,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Liz, Víctor",28:14,5,7,71%,1,3,33%,3,6,50%,1,2,3,4,4,4,2,0,16
"Elonu, Chinemelu",37:17,9,11,82%,0,0,0%,1,5,20%,7,5,12,1,4,1,1,4,19
"Hodge Jr., Walter",39:32,7,13,54%,2,4,50%,9,11,82%,1,3,4,7,4,3,1,0,29
"Gaston, Chris",7:13,0,1,0%,0,0,0%,0,0,0%,2,1,3,0,1,2,1,0,0
"Rodríguez, Jonathan",34:19,2,2,100%,2,3,67%,4,4,100%,0,5,5,3,1,0,2,0,14
"Huertas, David",25:13,0,4,0%,1,7,14%,1,2,50%,0,1,1,5,3,2,1,0,4
"Jefferson, Davon",15:17,5,9,56%,0,0,0%,2,2,100%,1,1,2,0,3,1,0,0,12
"Rodriguez, Wilfredo 'Willie'",6:07,1,1,100%,0,0,0%,0,0,0%,2,0,2,0,0,0,0,0,2
"Collier, Devon",6:20,1,1,100%,0,1,0%,1,2,50%,1,0,1,0,1,0,0,0,3
Totals:,,30,49,61%,6,18,33%,21,32,66%,15,18,33,20,21,13,8,4,99
