Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Forbes, Gary",29:54,1,3,33%,5,7,71%,2,4,50%,2,2,4,2,2,3,0,2,19
"Moultrie, Arnett",23:12,4,7,57%,0,0,0%,4,4,100%,2,4,6,0,5,1,0,0,12
"Rodriguez, Andres",7:01,0,0,0%,0,0,0%,0,0,0%,0,4,4,1,1,2,0,0,0
"García, Jonathan",30:20,3,5,60%,1,3,33%,1,2,50%,0,3,3,8,4,2,2,0,10
"Alvarado, Omar J.",26:10,3,9,33%,2,3,67%,2,2,100%,0,1,1,2,3,2,1,0,14
"Reyes, Angelo",5:44,0,3,0%,0,0,0%,0,0,0%,1,1,2,0,1,2,0,0,0
"Colón, Alexis 'Bebo'",16:27,2,3,67%,0,2,0%,2,2,100%,3,2,5,0,2,0,0,0,6
"Milbourne, Landon",21:28,2,3,67%,2,3,67%,0,0,0%,0,2,2,3,2,1,1,0,10
"Meléndez, Ricardo 'Ricky'",9:11,1,2,50%,0,1,0%,0,0,0%,0,0,0,0,1,0,1,0,2
"Sánchez, Ricardo 'Ricky'",30:28,3,7,43%,2,4,50%,0,0,0%,0,6,6,3,4,3,0,0,12
Totals:,,19,42,45%,12,23,52%,11,14,79%,8,25,33,19,25,16,5,2,85
