Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",25:33,2,4,50%,0,2,0%,1,2,50%,0,1,1,3,0,2,0,1,5
"Josiah, Jahvari",0:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Elonu, Chinemelu",23:03,2,7,29%,0,0,0%,3,6,50%,5,6,11,2,3,1,0,2,7
"Hodge Jr., Walter",33:08,3,9,33%,1,6,17%,6,8,75%,2,2,4,10,2,2,3,0,15
"Villegas, Johwen",6:10,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,0,1,1,0,2
"Gaston, Chris",11:45,3,4,75%,0,0,0%,0,0,0%,0,4,4,2,3,1,0,0,6
"Rodríguez, Jonathan",19:19,2,4,50%,3,3,100%,0,0,0%,0,3,3,1,3,0,0,0,13
"Cintrón, Raymond",8:20,0,0,0%,0,2,0%,0,0,0%,0,1,1,0,0,0,1,0,0
"Huertas, David",33:24,6,10,60%,7,9,78%,0,0,0%,2,3,5,2,2,4,1,0,33
"Jefferson, Davon",26:26,7,10,70%,0,0,0%,0,3,0%,3,2,5,1,2,5,2,0,14
"Rodriguez, Wilfredo 'Willie'",12:46,1,2,50%,0,0,0%,0,1,0%,2,1,3,0,3,0,0,1,2
Totals:,,27,51,53%,11,23,48%,10,20,50%,14,23,37,21,18,16,8,4,97
