Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",33:33,2,3,67%,2,11,18%,0,0,0%,1,1,2,3,1,0,0,0,10
"Rolón, Tyquan",37:52,2,4,50%,7,13,54%,3,4,75%,1,2,3,5,2,2,2,0,28
"Guerra, Kylan",1:55,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ocasio, Jonathan",20:12,1,5,20%,2,3,67%,2,2,100%,2,0,2,1,1,0,0,0,10
"Ortiz Traylor, Alonzo",7:10,1,2,50%,0,2,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Polo, Tyler",2:50,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Early, Jeff",17:32,1,3,33%,0,2,0%,1,1,100%,1,1,2,1,3,1,2,0,3
"Moore, Ben",34:25,10,17,59%,0,0,0%,2,2,100%,9,10,19,2,1,0,1,2,22
"Balkman, Renaldo",30:08,2,4,50%,0,2,0%,2,2,100%,2,0,2,2,4,1,2,0,6
"Young, Kevin",14:23,2,2,100%,0,3,0%,0,0,0%,1,5,6,2,1,1,2,0,4
Totals:,,21,41,51%,11,37,30%,10,11,91%,18,19,37,16,13,5,9,2,85
