Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Josiah, Jahvari",13:17,1,1,100%,0,1,0%,1,2,50%,0,0,0,3,5,3,1,0,3
"Reese, Derek",36:35,3,5,60%,0,6,0%,7,8,88%,4,5,9,0,4,1,0,0,13
"Ortiz, Evander J.",28:30,1,6,17%,0,0,0%,2,2,100%,0,1,1,5,1,0,2,0,4
"Suero, Gerardo",29:51,5,12,42%,2,7,29%,6,12,50%,2,4,6,2,3,2,1,0,22
"Parker-Rivera, Timajh",28:22,2,5,40%,0,0,0%,2,2,100%,5,6,11,1,1,1,0,1,6
"Ortiz, Jose",5:14,1,2,50%,0,0,0%,0,0,0%,1,2,3,0,0,0,0,0,2
"Early, Jeff",20:24,5,7,71%,0,1,0%,6,6,100%,3,4,7,1,3,1,4,1,16
"Gines, Jose",0:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"White, Terrico",37:41,1,5,20%,5,12,42%,1,4,25%,3,1,4,1,3,4,0,0,18
Totals:,,19,43,44%,7,27,26%,25,36,69%,18,23,41,13,20,12,8,2,84
