Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",34:54,1,3,33%,7,9,78%,1,2,50%,1,5,6,5,2,2,0,0,24
"Villafane, Luis",1:30,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ubiles, Edwin",34:27,4,9,44%,1,2,50%,3,5,60%,1,6,7,5,2,1,1,0,14
"Martinez, Jack Michael",35:41,4,8,50%,0,0,0%,6,6,100%,5,2,7,1,3,2,1,1,14
"Orozco, William",23:44,4,7,57%,1,4,25%,0,0,0%,4,4,8,1,3,0,0,0,11
"Butler, Nathaniel",4:55,1,1,100%,0,1,0%,0,0,0%,0,0,0,1,0,1,0,0,2
"Ortiz, Kenneth",5:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"English, Carl",38:29,2,11,18%,2,4,50%,4,6,67%,1,5,6,5,2,2,1,0,14
"Costner, Brandon",19:04,0,2,0%,0,3,0%,1,2,50%,1,3,4,1,2,2,0,0,1
"Branch, Onzie",2:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,1,0,0
Totals:,,16,41,39%,11,23,48%,15,21,71%,13,25,38,19,17,10,4,1,80
