Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",17:41,0,4,0%,1,8,13%,0,0,0%,0,0,0,2,2,3,0,0,3
"Ortiz, Chris",27:06,0,2,0%,1,2,50%,3,4,75%,0,3,3,3,4,1,2,0,6
"McCullough, Chris",35:40,10,16,63%,3,5,60%,7,10,70%,8,5,13,3,4,4,4,2,36
"Berdiel, Miguel 'Ali'",30:36,3,5,60%,3,4,75%,0,2,0%,1,4,5,2,2,2,2,0,15
"Piñeiro, Juan Pablo",26:37,6,7,86%,0,2,0%,3,3,100%,2,5,7,4,1,1,4,0,15
"Basabe, Melsahn",6:54,0,0,0%,0,1,0%,0,0,0%,0,5,5,0,0,0,0,0,0
"Fillyaw, Marcus",17:58,2,3,67%,0,0,0%,0,0,0%,0,0,0,3,0,1,1,0,4
"Costner, Brandon",37:25,2,10,20%,1,3,33%,5,8,63%,4,4,8,3,1,2,0,0,12
Totals:,,23,47,49%,9,25,36%,18,27,67%,15,26,41,20,14,14,13,2,91
