Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",15:49,0,1,0%,0,2,0%,0,0,0%,0,1,1,4,1,0,1,0,0
"Colón, Benjamín",22:13,2,5,40%,0,0,0%,0,0,0%,3,2,5,0,3,4,1,1,4
"Han, Francis Jonathan",22:33,0,1,0%,1,2,50%,0,0,0%,1,2,3,5,2,1,3,0,3
"Smith, Greg",25:27,6,7,86%,0,0,0%,3,4,75%,4,8,12,5,3,1,1,2,15
"Carattini, Víctor",18:34,4,6,67%,0,1,0%,0,0,0%,1,2,3,2,3,0,1,1,8
"Oviedo, Dixon",5:10,2,2,100%,0,0,0%,0,0,0%,0,0,0,1,1,1,1,0,4
"Santiago, Jr., Benito",22:32,5,13,38%,7,10,70%,4,5,80%,2,2,4,3,2,0,1,0,35
"Maldonado, Hector Luis",6:10,0,0,0%,2,3,67%,0,0,0%,0,0,0,0,0,0,1,0,6
"Suero, Gerardo",15,4,5,80%,2,5,40%,0,0,0%,0,0,0,1,2,2,1,0,14
"Santiago, Jr., Francisco",5:10,0,1,0%,1,1,100%,1,2,50%,0,1,1,1,0,0,0,0,4
"Rivera, Félix",15:42,2,3,67%,0,2,0%,0,0,0%,2,3,5,1,3,0,1,1,4
"Mojica, Javier",25:35,3,8,38%,5,10,50%,2,2,100%,4,1,5,4,0,1,1,0,23
Totals:,,28,52,54%,18,36,50%,10,13,77%,17,22,39,27,20,10,13,5,120
