Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"García, Jonathan",29:21,7,9,78%,1,2,50%,4,7,57%,0,1,1,2,3,0,2,0,21
"Colón, Alexis 'Bebo'",2:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ubiles, Edwin",26:27,4,8,50%,0,1,0%,0,0,0%,1,3,4,4,2,1,0,1,8
"Efejuku-Rose, Weyinmi",34:47,2,6,33%,1,3,33%,4,4,100%,1,6,7,0,2,1,1,1,11
"Dyer, Alphonse",21:51,0,2,0%,0,0,0%,0,0,0%,5,4,9,1,3,1,1,2,0
"Wayns, Maalik",19:07,1,3,33%,1,2,50%,2,2,100%,0,1,1,0,2,4,0,0,7
"Butler, Nathaniel",0:02,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Meléndez, Ricardo 'Ricky'",31:28,2,9,22%,4,8,50%,0,0,0%,0,0,0,1,0,2,2,0,16
"Sánchez, Ricardo 'Ricky'",34:11,4,7,57%,1,5,20%,1,1,100%,4,8,12,3,3,2,1,1,12
Totals:,,20,44,45%,8,21,38%,11,14,79%,11,23,34,11,16,11,7,5,75
