Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Burtt, Steven",33:11,4,6,67%,3,8,38%,1,2,50%,0,1,1,2,4,3,3,0,18
"López, Carlos 'Yao'",19:41,2,5,40%,0,1,0%,1,2,50%,1,1,2,1,3,2,2,0,5
"Rosas, Samuel",6:48,1,1,100%,0,1,0%,2,2,100%,0,0,0,2,0,1,0,0,4
"Bishop, Tony",38:09,7,11,64%,3,8,38%,1,1,100%,3,4,7,3,1,1,0,0,24
"Martínez, Wil",9:51,0,0,0%,0,2,0%,0,0,0%,0,0,0,1,1,0,1,0,0
"Cintrón, Raymond",25:13,1,2,50%,0,3,0%,0,0,0%,0,1,1,1,1,1,1,0,2
"Santiago, Jr., Benito",23:02,5,6,83%,0,2,0%,1,2,50%,0,1,1,1,1,0,3,0,11
"Chaney, Richard",21:52,0,0,0%,0,0,0%,2,2,100%,1,4,5,1,0,0,1,0,2
"Toyloy, Steven",20:50,3,6,50%,0,0,0%,1,2,50%,2,3,5,0,3,1,1,0,7
"Gierbolini, Joel",1:18,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
Totals:,,23,38,61%,6,25,24%,9,13,69%,7,16,23,12,15,9,12,0,73
