Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Copeland, Donald",0:21,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosario, Mike",23:26,4,6,67%,2,3,67%,3,4,75%,1,0,1,2,2,2,0,0,17
"Pagan, Wilfredo",10:10,0,1,0%,0,0,0%,0,0,0%,0,2,2,2,1,0,0,0,0
"Colon, Gabriel 'Pirulo'",11:45,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"De Jesus, Manuel",5:28,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,1,0,0,0,3
"Griffin, Eric",30:08,2,6,33%,2,3,67%,2,4,50%,1,3,4,1,4,4,0,1,12
"Villegas, Johwen",16:33,2,3,67%,2,5,40%,0,0,0%,2,3,5,1,1,0,1,0,10
"Emory, Carlos",16:07,1,3,33%,2,4,50%,0,0,0%,2,3,5,0,0,1,0,0,8
"Rivera, Carlos Rubén",29:28,1,3,33%,2,4,50%,1,2,50%,1,5,6,4,3,1,1,1,9
"Vassallo, Ángel Daniel",23:52,2,5,40%,2,4,50%,1,1,100%,1,2,3,2,4,0,0,0,11
"Harris, Mike",32:36,3,11,27%,0,4,0%,2,2,100%,3,10,13,0,1,1,1,1,8
Totals:,,15,38,39%,13,28,46%,9,13,69%,11,29,40,12,17,9,3,3,78
