Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",15:39,1,2,50%,1,1,100%,1,2,50%,1,1,2,3,0,2,1,0,6
"Díaz, Jorge Brian",17:21,2,3,67%,0,1,0%,0,0,0%,2,3,5,0,1,0,1,0,4
"Daniels, Will",34:13,7,10,70%,2,5,40%,3,4,75%,1,1,2,1,2,1,0,1,23
"Rodriguez, Ernesto",4:50,0,0,0%,0,0,0%,0,0,0%,0,1,1,3,3,0,0,0,0
"Belardo, Gabriel J.",10:33,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Ayuso, Elias 'Larry'",33:04,1,4,25%,4,11,36%,3,4,75%,1,1,2,1,3,2,0,0,17
"Apodaca, Rick",21:20,3,4,75%,0,4,0%,0,0,0%,0,0,0,6,1,0,1,0,6
"Pietrus, Mickael",34:32,2,5,40%,3,8,38%,10,10,100%,0,4,4,2,3,2,0,1,23
"Petro, Johan",22:38,3,5,60%,0,0,0%,1,1,100%,4,5,9,2,4,2,1,1,7
"Garcia, Angel 'Piwi'",5:46,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
Totals:,,19,33,58%,10,31,32%,18,21,86%,9,17,26,19,17,10,4,3,86
