Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"López, Carlos 'Yao'",9:47,2,4,50%,0,0,0%,1,2,50%,1,2,3,0,2,1,0,1,5
"Ortiz, Kenneth",5:55,0,1,0%,0,0,0%,1,2,50%,1,0,1,1,0,1,0,0,1
"Strong, Carlos",37:11,1,5,20%,2,6,33%,2,3,67%,1,4,5,4,1,1,3,1,10
"Taylor, Tyshawn",30:21,9,16,56%,0,2,0%,4,5,80%,0,0,0,8,4,2,1,0,22
"Hernandez, Hector",24:15,0,0,0%,1,3,33%,0,0,0%,2,1,3,1,2,1,1,0,3
"Cruz, Rafael 'Pachy'",9:01,2,2,100%,0,1,0%,0,0,0%,0,1,1,1,0,1,0,0,4
"Alamo, Angel 'Junito'",24:51,4,6,67%,0,1,0%,1,1,100%,1,3,4,1,1,0,1,0,9
"Jones, Joel",32:50,3,6,50%,1,2,50%,0,0,0%,0,1,1,5,3,0,1,1,9
"Massie, Christopher",25:44,6,7,86%,0,0,0%,2,3,67%,1,5,6,2,4,1,0,0,14
Totals:,,27,47,57%,4,15,27%,11,16,69%,7,17,24,23,17,8,7,3,77
