Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",35:19,0,5,0%,1,7,14%,2,2,100%,2,3,5,1,1,4,0,0,5
"Morales, Luis Damian",20,2,5,40%,2,5,40%,0,0,0%,1,1,2,0,1,0,1,0,10
"Ortiz, Andres",34:52,4,7,57%,0,0,0%,4,5,80%,5,8,13,4,2,5,2,0,12
"Ruiz, Gabriel",0:44,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cotto, Rubén",20:08,2,4,50%,1,2,50%,0,0,0%,3,1,4,1,0,1,0,0,7
"Maldonado, Hector Luis",5:38,0,1,0%,2,2,100%,0,0,0%,0,0,0,0,0,1,0,0,6
"Horne, Jamelle",19:27,2,6,33%,0,0,0%,1,2,50%,1,2,3,1,1,1,0,1,5
"Aubry, Jeffrion",23:48,1,1,100%,0,0,0%,2,4,50%,3,4,7,1,3,2,2,1,4
"Valencia, Florentino",4:23,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,0,1,0,0,2
"Wilkinson, Gary",35:36,2,8,25%,3,8,38%,2,2,100%,1,5,6,2,1,1,0,2,15
Totals:,,14,39,36%,9,24,38%,11,15,73%,16,25,41,10,9,16,5,4,66
