Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",22:56,1,3,33%,3,6,50%,3,4,75%,0,2,2,0,2,6,2,0,14
"Rodriguez, Andres",14:30,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Dalmau, Christian",25:52,2,6,33%,2,7,29%,2,2,100%,2,5,7,5,4,5,1,0,12
"Villafane, Luis",8:51,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Polo, Tyler",21:22,2,2,100%,0,2,0%,0,1,0%,1,2,3,1,2,0,2,0,4
"Ayala, Angel",30:14,2,5,40%,1,2,50%,0,1,0%,0,3,3,3,5,1,1,0,7
"Santiago, Daniel 'Danny'",19:08,1,3,33%,0,1,0%,1,2,50%,1,2,3,1,3,5,0,1,3
"Mojica, Javier",26:48,1,4,25%,2,5,40%,2,2,100%,3,2,5,1,4,2,1,0,10
"Williams, Leon V.",30:14,6,9,67%,0,0,0%,5,8,63%,5,6,11,1,0,2,0,1,17
Totals:,,15,32,47%,8,24,33%,13,20,65%,12,23,35,13,22,21,7,2,67
