Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"DeLeon, Adris",6:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Alvarado, Omar J.",3:31,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Guzmán, Ánsel",30:07,4,8,50%,0,2,0%,2,2,100%,2,1,3,2,0,3,2,0,10
"Pellot, Jesse",24:26,2,3,67%,1,9,11%,0,1,0%,0,1,1,0,1,2,1,0,7
"Dyer, Alphonse",27:23,2,6,33%,0,0,0%,0,0,0%,1,3,4,2,4,1,1,3,4
"Abraham, Ryann",3:31,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Shannon, Terrence",38:42,4,10,40%,1,1,100%,7,8,88%,4,7,11,4,2,1,0,1,18
"Hernández, Luis 'Pelacoco'",1:17,0,0,0%,0,0,0%,0,0,0%,1,1,2,0,0,0,0,0,0
"Garcia, Angel 'Piwi'",28:10,5,8,63%,1,5,20%,0,0,0%,2,8,10,4,4,2,0,2,13
"Mojica, Javier",36:28,5,9,56%,4,4,100%,0,0,0%,1,7,8,4,3,3,2,0,22
Totals:,,22,44,50%,7,21,33%,9,11,82%,11,28,39,17,15,14,6,6,74
