Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",17:17,4,6,67%,0,3,0%,0,0,0%,1,1,2,3,1,1,1,0,8
"Lee, Carmelo Antrone",25:03,1,3,33%,0,3,0%,1,1,100%,1,3,4,1,4,2,2,1,3
"Jimenez, Giovanni",15:16,1,2,50%,1,1,100%,0,0,0%,0,0,0,2,4,1,0,0,5
"García, Jonathan",24:43,0,4,0%,0,1,0%,3,4,75%,1,3,4,0,2,3,0,0,3
"Reyes, Angelo",14:10,2,7,29%,0,1,0%,2,2,100%,1,0,1,0,3,1,1,0,6
"Mata, Lorenzo",24:15,2,6,33%,0,0,0%,2,2,100%,1,5,6,0,4,0,1,2,6
"Colón, Alexis 'Bebo'",10:59,1,1,100%,0,0,0%,2,2,100%,1,2,3,1,3,0,0,0,4
"Díaz, Jorge Brian",6:37,0,1,0%,0,0,0%,1,2,50%,2,2,4,0,0,0,0,1,1
"Meléndez, Ricardo 'Ricky'",18:40,1,1,100%,2,4,50%,3,6,50%,0,0,0,1,1,2,0,0,11
"Huertas, David",22:40,2,4,50%,3,6,50%,4,4,100%,2,3,5,2,3,1,1,0,17
"Cook, Brian",20:14,2,7,29%,2,4,50%,2,2,100%,3,3,6,0,3,2,1,1,12
Totals:,,16,42,38%,8,23,35%,20,25,80%,13,22,35,10,28,13,7,5,76
