Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clemente, Ramon",19:42,8,8,100%,0,0,0%,6,9,67%,2,4,6,0,5,0,0,0,22
"Ramirez, Luis S.",4:42,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Duran, Cliff",18:25,2,4,50%,0,0,0%,1,4,25%,0,1,1,0,2,0,0,0,5
"Efejuku-Rose, Weyinmi",16:56,4,7,57%,1,1,100%,3,4,75%,0,4,4,0,0,2,1,0,14
"Nieves, Anthony",0:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sosa, Isaac",6:34,0,1,0%,0,2,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Ortiz, Andres",4:04,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Ruiz, Gabriel",0:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cotto, Rubén",3:33,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Hamilton, Kevin",29:58,6,8,75%,1,2,50%,2,4,50%,1,1,2,9,4,2,1,1,17
"Santiago, Jr., Benito",0:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Pinnock, Danilo",35:57,4,11,36%,0,3,0%,1,2,50%,1,6,7,6,0,0,2,1,9
"Aubry, Jeffrion",17:08,2,4,50%,0,0,0%,0,0,0%,1,1,2,2,4,0,0,1,4
"Valencia, Florentino",5:59,1,3,33%,0,0,0%,0,0,0%,1,2,3,0,1,1,0,0,2
"Wilkinson, Gary",36:22,4,5,80%,4,8,50%,4,4,100%,2,6,8,0,1,2,1,1,24
Totals:,,32,53,60%,6,18,33%,17,27,63%,8,26,34,18,19,7,6,4,99
