Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Copeland, Donald",19:20,1,2,50%,1,3,33%,1,1,100%,0,1,1,6,4,3,1,0,6
"Alvarado, Omar J.",33:43,0,5,0%,3,5,60%,0,0,0%,1,0,1,5,3,1,0,0,9
"Morales, Luis Damian",4:24,1,3,33%,0,0,0%,0,0,0%,0,0,0,0,3,1,0,0,2
"Baez, Chris",1:21,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,2
"Dyer, Alphonse",2:21,0,0,0%,0,0,0%,0,0,0%,1,0,1,1,1,0,0,0,0
"Abraham, Ryann",21:10,1,2,50%,0,2,0%,0,0,0%,0,4,4,2,3,1,1,0,2
"Smith, Kawika",1:25,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Shannon, Terrence",38:19,9,14,64%,0,1,0%,5,6,83%,3,4,7,0,1,0,3,1,23
"Maye, James",40,6,9,67%,1,4,25%,2,2,100%,0,6,6,2,2,0,1,1,17
"Sweetney, Michael",37:53,9,15,60%,1,1,100%,4,7,57%,5,8,13,4,4,3,0,5,25
Totals:,,28,51,55%,6,16,38%,12,16,75%,10,24,34,20,23,9,6,7,86
