Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lee, Carmelo Antrone",28:01,1,3,33%,2,5,40%,0,0,0%,1,2,3,1,4,1,0,2,8
"García, Jonathan",18:04,2,5,40%,0,1,0%,0,0,0%,0,1,1,3,0,1,0,0,4
"Colón, Alexis 'Bebo'",4:18,0,0,0%,0,0,0%,2,2,100%,1,0,1,0,1,0,0,0,2
"Reyes, Angelo",7:43,2,2,100%,0,0,0%,0,0,0%,1,2,3,0,3,0,0,0,4
"Mata, Lorenzo",24:49,6,9,67%,0,0,0%,1,1,100%,5,2,7,0,4,1,2,0,13
"Lisch, Kevin",38:04,5,7,71%,3,5,60%,2,2,100%,0,6,6,5,2,0,0,0,21
"Díaz, Jorge Brian",5:49,1,3,33%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,1,2
"Meléndez, Ricardo 'Ricky'",15:25,0,1,0%,1,6,17%,0,0,0%,0,0,0,1,1,0,0,0,3
"Huertas, David",24:57,3,10,30%,0,2,0%,2,2,100%,1,3,4,6,4,2,0,0,8
"Redhage, Shawn",32:43,3,4,75%,1,4,25%,3,4,75%,0,2,2,2,2,1,1,0,12
Totals:,,23,44,52%,7,24,29%,10,11,91%,9,19,28,18,21,6,3,3,77
