Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Fortuna, Elpidio Manuel",26:33,0,7,0%,2,5,40%,0,0,0%,2,2,4,0,2,1,1,1,6
"Figueroa, Carlos",3:21,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,2
"De Jesús, Jezreel",11:21,1,3,33%,0,0,0%,6,6,100%,0,2,2,6,1,1,0,0,8
"Burgos, Pedro",1:36,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Colon, Gabriel 'Pirulo'",26:13,3,7,43%,2,4,50%,0,0,0%,1,6,7,0,4,1,1,0,12
"De Leon, Bryan",1:57,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Apodaca, Rick",32:28,2,5,40%,3,8,38%,5,8,63%,0,5,5,4,0,2,1,0,18
"Gaston, Chris",23:27,8,12,67%,0,0,0%,2,2,100%,4,7,11,1,3,5,2,0,18
"Rivera, Carlos Rubén",33:42,2,4,50%,3,5,60%,2,2,100%,1,4,5,5,4,0,2,0,15
"Santiago, Eddin",11:29,0,2,0%,0,1,0%,0,0,0%,1,1,2,1,2,0,1,0,0
"Siler, Garret",27:53,7,9,78%,0,0,0%,4,7,57%,4,5,9,2,4,3,0,1,18
Totals:,,24,50,48%,10,25,40%,19,25,76%,13,33,46,19,21,13,8,2,97
