Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Joey",6:54,0,2,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,1,0,0
"Fontan, Jio",10:11,0,1,0%,0,1,0%,2,2,100%,0,0,0,1,1,0,0,0,2
"Rosas, Samuel",23:05,3,5,60%,1,1,100%,2,3,67%,1,0,1,1,4,2,2,0,11
"Strong, Carlos",31:55,0,3,0%,2,7,29%,0,0,0%,0,1,1,1,3,2,1,1,6
"Portalatin, Wayne",3:42,1,1,100%,0,0,0%,0,1,0%,1,0,1,0,0,0,0,0,2
"Liz, Víctor",23:24,1,3,33%,0,2,0%,6,7,86%,0,3,3,2,1,2,4,0,8
"Garcia, Charles",37:32,3,11,27%,1,3,33%,2,2,100%,3,13,16,2,3,1,0,1,11
"De Jesus, Manuel",9:34,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Gallon, Keith",13:39,3,4,75%,0,0,0%,3,3,100%,1,1,2,1,4,1,1,1,9
"Guitián, José",5:12,0,0,0%,0,3,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Hickerson, LeRoy",34:46,8,9,89%,0,3,0%,6,8,75%,1,8,9,1,0,5,0,0,22
Totals:,,19,39,49%,4,21,19%,21,26,81%,7,27,34,9,18,13,9,3,71
