Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Filiberto",40,2,3,67%,1,6,17%,0,0,0%,1,6,7,8,2,3,2,0,7
"Nieves, Roberto",13:24,1,2,50%,0,1,0%,0,0,0%,0,1,1,0,2,1,1,0,2
"Carmona, Alejandro 'Bimbo'",36:11,13,18,72%,0,1,0%,6,8,75%,2,7,9,2,3,3,0,0,32
"Marsh, Ricardo",31:21,5,17,29%,0,0,0%,1,3,33%,2,4,6,0,2,3,0,1,11
"Uter, Adrian",22:29,2,9,22%,0,0,0%,2,4,50%,2,6,8,1,4,1,0,1,6
"Valenzuela, Hector",6:47,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,2
"Penn, Kleon",19:21,1,1,100%,0,0,0%,2,2,100%,1,4,5,0,1,0,0,2,4
"Byars, Derrick",30:23,3,4,75%,1,3,33%,2,2,100%,1,2,3,3,2,1,1,0,11
Totals:,,28,55,51%,2,11,18%,13,19,68%,9,30,39,15,17,12,4,4,75
