Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Fortuna, Elpidio Manuel",29:39,4,6,67%,2,4,50%,1,1,100%,0,3,3,6,1,3,2,0,15
"Colon, Gabriel 'Pirulo'",9:52,0,0,0%,1,2,50%,0,0,0%,0,1,1,1,0,0,0,0,3
"Apodaca, Rick",33:26,3,6,50%,2,4,50%,5,7,71%,0,1,1,1,0,1,0,0,17
"Gaston, Chris",20:40,6,8,75%,0,0,0%,0,1,0%,2,3,5,2,3,2,2,0,12
"Emory, Carlos",6:53,0,2,0%,0,0,0%,0,0,0%,1,2,3,0,2,2,0,0,0
"Rivera, Carlos Rubén",34:31,3,7,43%,4,5,80%,0,0,0%,1,1,2,4,2,1,1,1,18
"Santiago, Eddin",8:09,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,2,1,0,0,0
"Harris, Mike",34:08,8,12,67%,0,0,0%,6,8,75%,0,6,6,3,5,0,1,2,22
"Siler, Garret",22:37,3,3,100%,0,0,0%,1,4,25%,1,3,4,1,5,3,2,0,7
Totals:,,27,45,60%,9,15,60%,13,21,62%,5,20,25,19,20,13,8,3,94
