Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Allende, Leandro",7:18,0,1,0%,0,2,0%,1,2,50%,1,1,2,0,0,1,0,0,1
"Clark, Earl",28:47,1,8,13%,0,2,0%,2,2,100%,3,3,6,3,1,0,1,1,4
"Maura, Kevin 'K.J.'",19:09,0,0,0%,0,1,0%,0,0,0%,0,0,0,4,0,0,1,0,0
"Abreu, Álex",27:28,1,4,25%,3,7,43%,3,4,75%,0,2,2,5,2,3,2,0,14
"Toro Barea, Arnaldo",7:40,1,1,100%,0,0,0%,0,0,0%,0,3,3,0,3,3,0,0,2
"Ralat, Antonio",11:35,1,3,33%,1,1,100%,0,0,0%,1,2,3,0,2,0,1,0,5
"Gandia, Ivan",16:44,1,1,100%,1,1,100%,0,0,0%,0,1,1,0,1,0,0,0,5
"Andújar, Emmanuel 'Emmy'",37:24,4,8,50%,2,2,100%,3,6,50%,1,2,3,2,4,2,0,0,17
"Jones, Terrence",34:39,5,13,38%,1,5,20%,0,0,0%,1,6,7,4,3,3,2,3,13
"Brady, Chris",4:40,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Camper Jr, Manuel",4:36,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,0
Totals:,,14,41,34%,8,22,36%,9,14,64%,7,22,29,18,16,12,8,4,61
