Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Buycks, Dwight",35:02,6,10,60%,0,4,0%,9,10,90%,0,4,4,3,0,1,2,0,21
"Paige, Jaysean",25:24,3,6,50%,1,3,33%,0,0,0%,1,2,3,4,3,1,1,0,9
"Jones, Terrence",39:14,2,6,33%,5,9,56%,4,5,80%,1,12,13,5,5,4,2,1,23
"Jenkins, Lorenzo",4:33,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Cintron, Jordan",24:18,1,4,25%,1,1,100%,2,4,50%,1,3,4,4,2,0,1,0,7
"Barham, Marcus",7:47,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,2,0,0,0,3
"Ruiz, Jared",27:40,4,5,80%,2,3,67%,3,4,75%,1,3,4,0,3,1,1,0,17
"Basabe, Melsahn",15:56,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,1,1,1,1,2
"Pizarro, Christian Jomar",20:06,0,1,0%,4,7,57%,0,0,0%,0,0,0,4,0,0,0,0,12
Totals:,,18,35,51%,14,28,50%,18,23,78%,5,24,29,20,16,8,8,2,96
