Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",16:35,1,1,100%,0,2,0%,0,0,0%,0,0,0,1,2,0,0,0,2
"Clavell, Gilberto",7:12,0,1,0%,0,0,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Labissiere, Skal",29:03,4,5,80%,0,4,0%,0,0,0%,0,10,10,0,1,2,1,2,8
"Rivera, Filiberto",17:52,2,2,100%,0,2,0%,0,0,0%,0,1,1,3,1,1,1,0,4
"Sosa, Isaac",27:29,1,3,33%,4,8,50%,4,4,100%,0,2,2,3,2,1,0,0,18
"Clavell, Gian",23:25,2,2,100%,0,3,0%,2,5,40%,0,2,2,2,1,0,1,1,6
"Diallo, Cheick",35:45,11,15,73%,0,0,0%,4,6,67%,3,8,11,0,3,0,0,1,26
"Matías, Ángel L.",20:19,5,7,71%,0,1,0%,4,4,100%,2,2,4,0,1,1,1,0,14
"Young, Kevin",0:12,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Barea, José Juan",22:08,3,8,38%,1,2,50%,5,7,71%,0,6,6,10,2,2,0,0,14
Totals:,,29,44,66%,5,22,23%,19,26,73%,5,32,37,20,13,7,4,4,92
