Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Nuñez, Angel",24:12,2,4,50%,0,2,0%,1,2,50%,1,5,6,0,3,1,0,3,5
"Betancourt, Carmelo",10:47,1,1,100%,0,0,0%,1,2,50%,2,1,3,3,1,0,0,0,3
"Liz, Víctor",18:06,2,5,40%,0,5,0%,0,0,0%,0,1,1,0,0,2,0,0,4
"Elonu, Chinemelu",24:08,5,13,38%,0,1,0%,3,3,100%,3,3,6,0,3,0,0,0,13
"Hodge Jr., Walter",29,6,11,55%,3,3,100%,3,3,100%,1,5,6,4,1,0,1,0,24
"Villegas, Johwen",6:06,0,1,0%,0,0,0%,0,0,0%,0,2,2,1,0,1,0,0,0
"Gaston, Chris",13:53,1,2,50%,0,0,0%,0,0,0%,2,3,5,1,2,2,1,3,2
"Rodríguez, Jonathan",22:10,2,4,50%,2,3,67%,1,1,100%,2,1,3,1,1,0,2,0,11
"Boyd, Brandon",2:59,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cintrón, Raymond",14:28,0,0,0%,2,3,67%,0,0,0%,0,1,1,2,0,0,3,0,6
"Huertas, David",22:19,5,6,83%,2,5,40%,1,1,100%,0,1,1,3,2,0,0,0,17
"Souberbielle, Marcel",11:52,1,2,50%,0,1,0%,0,0,0%,0,0,0,1,2,0,1,0,2
Totals:,,25,49,51%,9,23,39%,10,12,83%,11,23,34,16,15,6,8,6,87
