Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",24:13,0,0,0%,0,2,0%,0,0,0%,0,4,4,8,1,1,4,0,0
"Duran, Cliff",29:18,2,3,67%,4,4,100%,0,0,0%,0,2,2,9,1,3,0,0,16
"Nuñez, Angel",20:43,3,5,60%,2,5,40%,0,0,0%,2,2,4,1,0,0,0,0,12
"Negron, Alexis J.",1:20,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Santiago, Jr., Benito",28:55,0,2,0%,5,8,63%,2,2,100%,0,0,0,1,2,2,2,0,17
"Hernandez, Dewan",30:28,8,15,53%,0,1,0%,2,4,50%,5,5,10,2,3,3,1,3,18
"Romero, Ismael",26:09,13,17,76%,0,0,0%,0,1,0%,2,2,4,3,3,0,1,1,26
"Martinez, Giovanny",1:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cuascut, Luis D",1:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Mojica, Javier",36:14,4,7,57%,3,5,60%,2,2,100%,2,0,2,4,1,3,0,0,19
Totals:,,30,49,61%,15,26,58%,6,9,67%,11,15,26,28,11,12,8,4,111
