Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mac, Sheldon",39:17,5,15,33%,3,7,43%,8,10,80%,0,2,2,3,4,0,0,0,27
"Conditt IV, George",28:10,8,13,62%,1,3,33%,1,1,100%,3,5,8,0,4,1,1,1,20
"García, Jonathan",34:03,1,2,50%,1,5,20%,0,0,0%,0,4,4,7,2,2,0,0,5
"Ortiz, Jose",2:34,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Carmona, Alejandro 'Bimbo'",9:25,2,5,40%,0,0,0%,0,0,0%,1,1,2,0,1,1,0,0,4
"Aminu, Alade",33:56,4,11,36%,1,2,50%,0,1,0%,5,9,14,1,2,1,0,3,11
"Guitián, José",18:27,0,0,0%,1,5,20%,0,0,0%,1,3,4,1,1,0,1,0,3
"Cruz, Jesus",28:11,2,4,50%,0,1,0%,0,0,0%,3,2,5,3,4,3,1,0,4
"Rodriguez, Ernesto",5:57,0,0,0%,0,0,0%,0,0,0%,1,0,1,2,0,0,0,0,0
Totals:,,22,50,44%,7,24,29%,9,12,75%,14,27,41,17,18,8,3,4,74
