Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",24:37,2,5,40%,3,7,43%,0,0,0%,0,1,1,3,1,1,2,1,13
"Rivera, Robin",2:37,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Laury, David",33:22,5,16,31%,0,1,0%,3,4,75%,8,12,20,2,4,4,0,0,13
"Rodriguez, Jose G.",23:01,2,7,29%,1,6,17%,0,0,0%,2,3,5,3,0,2,1,0,7
"Gonzalez, Javier",25:17,6,7,86%,2,5,40%,3,4,75%,1,4,5,4,3,0,0,0,21
"Berdiel, Miguel 'Ali'",18:21,3,4,75%,0,3,0%,0,0,0%,0,0,0,4,1,2,2,0,6
"Piñeiro, Juan Pablo",12:47,2,2,100%,0,1,0%,0,0,0%,1,4,5,1,3,1,0,0,4
"Seda, Abel",2:01,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Basabe, Melsahn",17:56,0,0,0%,0,1,0%,2,2,100%,2,9,11,0,1,1,0,0,2
"Fillyaw, Marcus",16:48,0,2,0%,0,1,0%,0,0,0%,1,2,3,6,3,2,0,0,0
"Wesley, Tai",23:07,8,10,80%,1,1,100%,1,2,50%,3,0,3,1,1,1,1,1,20
Totals:,,28,54,52%,7,26,27%,9,12,75%,18,35,53,24,17,14,6,2,86
