Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",11:21,0,0,0%,1,3,33%,0,0,0%,0,2,2,3,1,1,0,0,3
"Colón, Benjamín",21:13,2,2,100%,0,0,0%,3,4,75%,4,7,11,1,2,0,1,2,7
"Han, Francis Jonathan",23:06,0,0,0%,1,2,50%,0,0,0%,0,2,2,9,1,2,1,0,3
"Smith, Greg",24:09,7,10,70%,0,0,0%,3,5,60%,1,7,8,3,2,3,1,0,17
"Oviedo, Dixon",5:32,1,2,50%,0,1,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Santiago, Jr., Benito",21:25,1,4,25%,4,7,57%,0,0,0%,1,1,2,3,1,1,0,0,14
"Maldonado, Hector Luis",10:44,1,3,33%,1,4,25%,0,0,0%,1,1,2,3,0,0,0,0,5
"Suero, Gerardo",16:34,1,3,33%,4,5,80%,2,2,100%,0,1,1,1,1,1,0,0,16
"Romero, Ismael",25:41,8,10,80%,1,1,100%,1,4,25%,3,2,5,8,0,0,2,1,20
"Santiago, Jr., Francisco",5:32,1,3,33%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Rivera, Félix",8:55,1,1,100%,0,2,0%,0,2,0%,1,1,2,0,1,0,1,1,2
"Mojica, Javier",25:44,6,8,75%,1,4,25%,0,0,0%,0,3,3,2,0,1,0,0,15
Totals:,,29,46,63%,13,30,43%,9,17,53%,12,28,40,33,9,9,6,4,106
