Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ayuso, Elias 'Larry'",39:25,5,12,42%,5,9,56%,9,10,90%,0,3,3,2,3,3,2,0,34
"Orozco, William",0:36,0,0,0%,0,0,0%,0,2,0%,0,0,0,0,0,0,0,1,0
"Latimer, Antonio",28:50,3,5,60%,0,1,0%,0,0,0%,1,6,7,4,1,1,1,0,6
"Cortes, David",35:23,3,5,60%,3,6,50%,3,4,75%,0,2,2,1,3,2,1,0,18
"Pinnock, Danilo",31:12,3,11,27%,0,2,0%,7,10,70%,3,2,5,4,3,2,2,0,13
"Santiago, Daniel 'Danny'",15:16,3,6,50%,0,0,0%,1,4,25%,3,2,5,1,5,3,0,1,7
"Falcon, Alexander",4:54,0,2,0%,0,0,0%,0,0,0%,1,1,2,0,1,0,0,0,0
"Aubry, Jeffrion",29:38,2,6,33%,0,0,0%,0,0,0%,7,10,17,1,2,0,0,5,4
"Cruz, Cesar Gabriel",0:30,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Erazo, Armando",1:55,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Caro, Ismael",12:21,1,5,20%,1,2,50%,0,0,0%,1,2,3,2,1,1,0,0,5
Totals:,,20,52,38%,9,21,43%,20,30,67%,16,28,44,15,20,12,6,7,87
