Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Miguel",28:26,1,2,50%,1,3,33%,2,2,100%,0,1,1,3,5,0,1,0,7
"Pagan, Wilfredo",37:10,4,12,33%,1,2,50%,0,3,0%,0,1,1,6,3,1,2,0,11
"Villafane, Luis",15:03,1,2,50%,0,0,0%,0,0,0%,2,2,4,0,0,2,0,0,2
"Sánchez, Ricardo 'Ricky'",36:52,5,8,63%,4,12,33%,2,2,100%,0,6,6,2,4,4,2,2,24
"Reyes, Angelo",6:44,0,2,0%,0,0,0%,0,0,0%,0,4,4,0,1,0,0,0,0
"Morales, Luis Damian",9:44,1,3,33%,0,0,0%,0,0,0%,0,1,1,1,0,1,0,0,2
"Soto, Christian A.",4:14,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Chaney, Richard",28:02,3,6,50%,0,4,0%,0,0,0%,1,2,3,1,2,2,4,0,6
"Gonzalez, Christopher",12:04,1,2,50%,1,2,50%,2,2,100%,1,2,3,0,1,1,0,0,7
"Sweetney, Michael",21:41,3,6,50%,0,0,0%,3,4,75%,3,5,8,0,2,1,0,0,9
Totals:,,19,43,44%,7,23,30%,9,13,69%,7,24,31,13,19,12,9,2,68
