Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pagan, Wilfredo",33:04,3,5,60%,2,3,67%,4,4,100%,0,4,4,7,4,2,2,1,16
"Villafane, Luis",10:22,0,3,0%,0,0,0%,0,0,0%,1,2,3,0,0,0,0,1,0
"Sánchez, Ricardo 'Ricky'",24:11,1,3,33%,2,4,50%,4,5,80%,2,4,6,0,3,0,0,0,12
"Hodge Jr., Walter",35:43,8,8,100%,0,2,0%,2,2,100%,1,2,3,4,2,1,0,0,18
"Reyes, Angelo",21:26,6,9,67%,0,0,0%,1,3,33%,0,5,5,1,1,2,0,0,13
"Meléndez, Ricardo 'Ricky'",14:47,1,4,25%,0,3,0%,0,0,0%,0,1,1,0,1,0,0,0,2
"Nieves, Roberto",2:16,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Chaney, Richard",35:12,6,13,46%,0,0,0%,2,2,100%,3,4,7,1,3,2,3,0,14
"Sweetney, Michael",22:59,6,10,60%,0,0,0%,8,8,100%,2,5,7,2,3,2,0,0,20
Totals:,,31,55,56%,4,12,33%,21,24,88%,9,28,37,15,18,10,5,2,95
