Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Life, James",14:12,1,3,33%,4,4,100%,2,2,100%,0,3,3,0,2,3,0,0,16
"García, Jonathan",27:50,3,5,60%,1,2,50%,2,2,100%,2,3,5,4,1,2,2,0,11
"Maye, James",21:48,4,6,67%,0,3,0%,1,2,50%,0,4,4,0,1,1,1,0,9
"Berdiel, Miguel 'Ali'",37:56,3,11,27%,2,6,33%,5,6,83%,4,6,10,6,3,7,0,0,17
"Clemente, Denis",19:10,1,2,50%,4,6,67%,6,6,100%,1,1,2,2,2,1,0,0,20
"Guitián, José",25:55,3,7,43%,1,3,33%,2,6,33%,4,6,10,1,3,2,0,0,11
"Johnson, Ivan",19:16,2,5,40%,1,2,50%,1,2,50%,2,1,3,2,4,2,0,3,8
"Penn, Kleon",33:53,2,3,67%,0,0,0%,2,2,100%,4,6,10,2,4,0,1,6,6
Totals:,,19,42,45%,13,26,50%,21,28,75%,17,30,47,17,20,18,4,9,98
