Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Copeland, Donald",10:57,0,1,0%,0,2,0%,0,0,0%,0,0,0,1,1,1,1,0,0
"Ramirez, Edgardo",32:08,1,6,17%,1,7,14%,2,6,33%,9,1,10,0,3,1,0,0,7
"Alvarado, Omar J.",31:16,1,3,33%,0,4,0%,1,1,100%,0,4,4,4,0,1,1,0,3
"Orozco, William",30:04,2,9,22%,0,4,0%,3,6,50%,5,5,10,1,2,3,2,1,7
"Latimer, Antonio",18:29,2,4,50%,0,4,0%,0,0,0%,0,1,1,0,1,1,1,0,4
"Falcon, Alexander",17:19,6,11,55%,0,0,0%,3,4,75%,2,2,4,0,1,0,0,1,15
"Erazo, Armando",22:52,0,5,0%,1,4,25%,1,2,50%,0,0,0,1,1,0,0,0,4
"Caro, Ismael",36:55,8,15,53%,3,6,50%,1,3,33%,2,3,5,1,1,2,2,1,26
Totals:,,20,54,37%,5,31,16%,11,22,50%,18,16,34,8,10,9,7,3,66
