Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivera, Edgardo",0:47,0,0,0%,0,0,0%,0,2,0%,1,0,1,0,0,0,1,0,0
"Ortiz, Andres",16:15,4,4,100%,0,0,0%,1,3,33%,3,3,6,0,2,0,0,1,9
"Freije, Matt",37:53,1,6,17%,1,6,17%,6,6,100%,1,6,7,1,1,3,0,1,11
"Rosario, Jose R.",5:29,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Villegas, Johwen",35:19,8,12,67%,4,7,57%,3,7,43%,3,4,7,1,2,1,0,0,31
"Vega, Christopher",25:59,4,6,67%,0,1,0%,2,2,100%,0,4,4,3,3,2,1,0,10
"Fields, Ronnie",29:32,4,7,57%,0,0,0%,7,8,88%,1,3,4,1,2,1,1,0,15
"Narvaez, Manuel Antonio",29:58,7,17,41%,0,0,0%,3,3,100%,5,7,12,1,4,0,0,0,17
"Leon, Nick",14:01,1,2,50%,0,2,0%,0,0,0%,0,0,0,1,4,0,1,0,2
"Colon, Luis Miguel",4:47,0,0,0%,0,0,0%,0,0,0%,0,2,2,0,2,0,0,0,0
Totals:,,29,55,53%,5,16,31%,22,31,71%,14,29,43,8,21,7,4,2,95
