Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pagan, Wilfredo",40,7,15,47%,3,5,60%,0,0,0%,0,4,4,6,1,1,0,0,23
"Villafane, Luis",4:04,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Sánchez, Ricardo 'Ricky'",37:18,3,5,60%,2,12,17%,4,4,100%,0,6,6,1,4,0,2,0,16
"Hodge Jr., Walter",22:04,1,3,33%,0,1,0%,0,0,0%,0,0,0,1,4,0,1,0,2
"Soto, Christian A.",2:20,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,0
"Santiago, Eddin",17:56,0,1,0%,2,4,50%,0,0,0%,0,0,0,3,2,0,2,0,6
"Chaney, Richard",40,7,12,58%,0,2,0%,2,4,50%,2,1,3,0,3,2,4,0,16
"Gonzalez, Christopher",0:22,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sweetney, Michael",35:56,12,16,75%,0,0,0%,3,6,50%,3,5,8,4,2,1,3,1,27
Totals:,,30,52,58%,7,25,28%,9,14,64%,6,17,23,15,18,4,12,1,90
