Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Western, Franklin",3:24,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Sanchez, Kennel",1,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Hatton, Roberto Jose 'Bobby Joe'",20:57,2,3,67%,0,1,0%,0,0,0%,1,0,1,4,2,1,3,0,4
"Dalmau, Christian",31,4,7,57%,4,10,40%,3,3,100%,0,3,3,6,4,5,2,0,23
"Rivera, Christian J.",1:19,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Lee, Carmelo Antrone",31:20,1,3,33%,2,6,33%,0,0,0%,0,3,3,0,1,0,0,1,8
"Shannon, Terrence",34:13,4,9,44%,1,3,33%,2,2,100%,1,5,6,1,1,2,0,0,13
"Barbosa, Raymond",3:51,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Rivas, Luis A.",1,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Mojica, Javier",33:15,4,6,67%,1,3,33%,1,2,50%,4,5,9,1,2,1,2,0,12
"Lopez, Ivan",9:56,1,2,50%,0,0,0%,0,2,0%,0,1,1,0,4,0,1,0,2
"Traylor, Robert",28:45,5,7,71%,0,0,0%,5,6,83%,2,6,8,1,3,1,1,1,15
Totals:,,22,39,56%,8,24,33%,11,15,73%,8,25,33,13,18,10,9,2,79
