Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",21:16,2,8,25%,1,3,33%,6,8,75%,1,3,4,2,2,2,1,0,13
"Orta, Raul",15:57,1,4,25%,1,1,100%,0,0,0%,0,1,1,0,1,0,1,0,5
"Abraham, Ryann",20:54,2,3,67%,0,1,0%,0,0,0%,0,1,1,3,0,0,0,0,4
"Nieves, Joel",18:44,2,4,50%,0,1,0%,1,2,50%,2,4,6,1,3,1,0,0,5
"Rodriguez, Joey",23:21,3,4,75%,1,2,50%,2,2,100%,0,1,1,4,1,4,0,0,11
"Lloreda, José Jaime",29:37,4,11,36%,0,0,0%,4,6,67%,4,7,11,1,3,0,0,0,12
"Strong, Carlos",19:54,1,4,25%,2,4,50%,0,0,0%,1,3,4,0,1,0,2,1,8
"Harris, Mike",37:30,11,18,61%,1,2,50%,0,0,0%,6,12,18,4,4,2,0,2,25
"De Jesus, Manuel",12:47,1,4,25%,1,4,25%,0,0,0%,1,1,2,1,1,0,0,0,5
Totals:,,27,60,45%,7,18,39%,13,18,72%,15,33,48,16,16,9,4,3,88
