Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Escalera, Carlos",29:50,1,5,20%,2,6,33%,2,2,100%,1,2,3,8,1,1,0,0,10
"Figueroa, Angel 'Buster'",40,6,8,75%,2,5,40%,5,9,56%,3,5,8,2,2,1,0,1,23
"Vassallo, Ángel Daniel",37:58,4,10,40%,3,6,50%,0,2,0%,2,1,3,3,3,5,0,1,17
"McCoy, Jelani",6:07,1,2,50%,0,0,0%,0,0,0%,1,2,3,1,0,0,0,0,2
"Dalmau, Ricardo",30:53,0,3,0%,6,10,60%,3,4,75%,2,3,5,4,4,2,0,0,21
"Rodriguez, Carlos",4:52,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Villegas, Samuel",10:47,0,1,0%,1,4,25%,0,0,0%,0,0,0,1,0,0,0,0,3
"Colon, Gabriel 'Pirulo'",6:07,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Pruitt, Shaun",33:22,7,13,54%,0,0,0%,1,3,33%,6,9,15,1,1,2,1,0,15
Totals:,,20,44,45%,14,32,44%,11,20,55%,15,22,37,21,12,11,1,2,93
