Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",31:41,4,7,57%,3,3,100%,1,1,100%,2,4,6,5,2,2,1,0,18
"Johnson, Chris",26:15,7,11,64%,0,0,0%,0,0,0%,1,4,5,1,3,1,1,1,14
"Alamo, Angel 'Junito'",10:16,0,5,0%,1,2,50%,0,0,0%,3,1,4,1,1,2,1,0,3
"Cortes, David",25:15,3,4,75%,1,4,25%,0,1,0%,0,0,0,0,3,0,0,0,9
"Ere, Ebi",22:05,1,2,50%,2,5,40%,0,0,0%,1,2,3,1,1,0,0,0,8
"Cruz, Alvin",8:18,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Jones, Joel",12:25,0,2,0%,1,3,33%,0,0,0%,0,1,1,0,0,1,0,0,3
"Balkman, Renaldo",36,5,14,36%,0,1,0%,4,4,100%,4,9,13,5,3,3,2,0,14
"Huertas, David",27:40,2,4,50%,4,8,50%,1,1,100%,2,4,6,8,0,4,1,0,17
Totals:,,22,49,45%,12,26,46%,6,7,86%,13,25,38,21,14,13,6,1,86
