Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Bowles, Denzel",29:39,7,16,44%,0,0,0%,5,6,83%,6,6,12,2,2,1,0,0,19
"Maye, James",13:15,2,4,50%,0,3,0%,0,0,0%,0,1,1,0,0,1,0,0,4
"Ebanks, Devin",29:38,7,14,50%,0,1,0%,3,4,75%,6,5,11,1,2,0,1,0,17
"Colon, Gabriel 'Pirulo'",4:39,0,1,0%,0,0,0%,2,2,100%,2,0,2,0,1,0,0,0,2
"Souberbielle, Marcel",10:21,0,1,0%,0,1,0%,2,2,100%,0,1,1,1,1,2,0,1,2
"Sosa, Isaac",17:22,0,0,0%,2,5,40%,0,0,0%,0,2,2,2,4,1,1,0,6
"Emory, Carlos",27:39,3,4,75%,1,3,33%,1,3,33%,0,3,3,2,2,3,4,1,10
"Rivera, Carlos Rubén",29:53,1,2,50%,0,3,0%,2,2,100%,1,5,6,10,3,2,2,0,4
"Curry, Terrence 'T.J.'",10:06,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,1,2,0,0,2
"Vassallo, Ángel Daniel",21:42,2,6,33%,3,4,75%,2,2,100%,0,3,3,3,4,4,1,0,15
"Reyes, Angelo",5:41,0,0,0%,0,0,0%,0,0,0%,0,4,4,2,2,1,0,0,0
Totals:,,23,49,47%,6,20,30%,17,21,81%,15,31,46,23,22,17,9,2,81
