Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pena, Antonio",21:44,3,6,50%,0,2,0%,0,0,0%,1,7,8,2,2,1,0,0,6
"Rosas, Samuel",16:13,0,2,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,1,0,0
"Hinson, Darnell",23:46,0,0,0%,2,7,29%,0,0,0%,0,1,1,2,3,2,0,0,6
"Lee, Malcolm",31:34,4,8,50%,0,3,0%,0,0,0%,0,2,2,4,2,1,1,0,8
"Colón, Benjamín",6:17,1,3,33%,0,0,0%,0,0,0%,0,2,2,1,2,0,0,0,2
"Carmona, Alejandro 'Bimbo'",31:58,9,11,82%,0,0,0%,1,1,100%,0,2,2,4,1,1,0,0,19
"Piñeiro, Juan Pablo",16:26,4,6,67%,0,1,0%,0,0,0%,0,0,0,2,2,1,2,0,8
"Kendall, Levon",28:27,4,9,44%,0,0,0%,0,0,0%,1,7,8,4,4,3,2,0,8
"Ramos, Enrique",3:56,1,1,100%,0,0,0%,2,2,100%,1,2,3,0,2,0,0,0,4
"Penn, Kleon",19:33,3,7,43%,0,0,0%,0,0,0%,4,4,8,0,1,0,0,1,6
Totals:,,29,53,55%,2,13,15%,3,3,100%,7,28,35,19,20,9,6,1,67
