Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pena, Antonio",20:42,3,3,100%,1,3,33%,7,7,100%,0,4,4,0,4,3,3,0,16
"Rosas, Samuel",11:39,0,1,0%,0,0,0%,1,2,50%,0,1,1,2,4,0,0,0,1
"Hinson, Darnell",24:57,0,2,0%,3,6,50%,2,2,100%,0,0,0,3,3,3,0,0,11
"Thomas, Brandon",24:46,2,2,100%,4,7,57%,0,0,0%,1,1,2,7,1,2,2,0,16
"Rodriguez, Erick",5:13,0,0,0%,0,2,0%,0,0,0%,0,1,1,2,1,0,0,0,0
"Piñeiro, Juan Pablo",17:16,1,2,50%,1,1,100%,0,0,0%,0,3,3,3,5,2,0,0,5
"Phelps, Eugene",29:45,7,12,58%,0,0,0%,2,6,33%,1,5,6,7,3,3,0,0,16
"Ramos, Enrique",1:13,0,0,0%,0,0,0%,2,2,100%,0,0,0,0,1,0,0,0,2
"Strong, Carlos",21:25,2,3,67%,0,0,0%,0,0,0%,0,3,3,0,1,2,1,0,4
"Sánchez, Ricardo 'Ricky'",23:34,0,0,0%,3,4,75%,1,2,50%,0,4,4,1,3,1,2,0,10
"Penn, Kleon",19:26,6,6,100%,0,0,0%,3,3,100%,1,4,5,1,2,1,1,4,15
Totals:,,21,31,68%,12,23,52%,18,24,75%,3,26,29,26,28,17,9,4,96
