Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Martínez, Wil",17:34,0,1,0%,0,2,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Carter, Maurice",25,2,6,33%,0,3,0%,2,2,100%,0,1,1,1,1,0,2,0,6
"Cintrón, Raymond",25:33,0,2,0%,2,3,67%,0,0,0%,0,1,1,3,3,2,1,0,6
"Batista, Leonel",0:53,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Santiago, Jr., Benito",26:54,8,9,89%,1,3,33%,9,9,100%,1,1,2,6,2,2,4,0,28
"Bishop, Tony",36:27,6,13,46%,1,3,33%,4,6,67%,0,4,4,3,2,1,0,0,19
"De Jesus, Felix",7:22,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,0
"Josiah, Jahvari",2:49,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,2,1,0,0,0
"Ocasio, Jonathan",3:32,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Samhan, Omar",26:45,5,7,71%,0,2,0%,2,2,100%,5,2,7,2,4,1,0,0,12
"López, Matt",27:06,5,8,63%,0,0,0%,3,4,75%,0,1,1,1,5,1,1,0,13
Totals:,,26,47,55%,4,16,25%,20,23,87%,6,13,19,17,22,9,8,0,84
