Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"O'Bryant, Orin",0:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Akindele, Jeleel",31:56,7,9,78%,0,0,0%,9,11,82%,3,4,7,4,3,1,1,0,23
"Tucker, Clay",40,4,9,44%,2,10,20%,1,2,50%,0,3,3,8,1,3,3,0,15
"Berdiel, Miguel 'Ali'",24:03,1,6,17%,1,2,50%,0,0,0%,0,3,3,3,2,0,1,0,5
"Torres, Andres",18:39,1,2,50%,1,3,33%,2,2,100%,0,1,1,2,4,2,3,0,7
"Pellot, Jesse",13:48,0,3,0%,1,4,25%,0,0,0%,2,0,2,0,2,1,0,0,3
"Garcia, Francisco",21:02,0,0,0%,0,0,0%,2,3,67%,0,1,1,4,1,1,3,0,2
"Ramos, Peter John",24:18,5,9,56%,0,0,0%,5,6,83%,1,8,9,2,4,4,0,0,15
"Franklin, Alexander",25:58,3,5,60%,0,0,0%,0,2,0%,2,2,4,2,3,1,2,0,6
Totals:,,21,43,49%,5,19,26%,19,26,73%,8,22,30,25,20,13,13,0,76
