Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Dalmau, Raymond 'Richie'",23:41,7,11,64%,1,2,50%,1,2,50%,0,2,2,0,4,3,0,0,18
"Santiago, Orlando",16:05,2,2,100%,0,2,0%,0,0,0%,1,3,4,3,1,0,0,0,4
"Ayuso, Elias 'Larry'",15:29,0,2,0%,1,3,33%,0,0,0%,0,0,0,1,3,3,0,0,3
"Melendez, Orlando",5:19,1,1,100%,0,0,0%,1,2,50%,0,1,1,0,1,1,0,0,3
"Dalmau, Ricardo",28:47,2,8,25%,1,5,20%,0,2,0%,0,3,3,1,3,1,3,0,7
"Watson, Michael",10:50,0,1,0%,1,1,100%,0,0,0%,0,0,0,0,0,1,0,0,3
"Rivera, Christian J.",0:54,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Santiago, Eddin",7:52,1,1,100%,2,2,100%,0,0,0%,1,0,1,1,4,0,0,0,8
"Falcon, Alexander",19:37,1,7,14%,0,0,0%,4,4,100%,2,4,6,0,3,0,1,0,6
"Rivas, Luis A.",34:08,7,8,88%,0,0,0%,2,5,40%,1,6,7,3,2,1,4,1,16
"Narvaez, Manuel Antonio",0:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Traylor, Robert",20:29,5,5,100%,0,0,0%,2,4,50%,1,5,6,3,2,1,4,0,12
"Berdiel, Miguel 'Ali'",16:22,4,4,100%,0,0,0%,0,0,0%,1,1,2,3,0,1,0,0,8
Totals:,,30,50,60%,6,15,40%,10,19,53%,7,25,32,15,23,12,12,1,88
