Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",33:50,4,8,50%,0,4,0%,0,0,0%,0,1,1,5,2,3,2,0,8
"Hinson, Darnell",30:01,1,5,20%,3,4,75%,0,0,0%,0,3,3,4,3,2,0,0,11
"Wilkins, Damien",39:51,3,9,33%,6,9,67%,9,9,100%,0,5,5,5,2,1,3,2,33
"Fillyaw, Marcus",10:56,1,2,50%,0,0,0%,0,0,0%,0,1,1,3,3,3,0,0,2
"Sánchez, Ricardo 'Ricky'",35:08,0,2,0%,2,4,50%,1,1,100%,3,5,8,3,3,1,2,0,7
"Nieves, Joel",5:28,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Wade, Lorenzo",13:43,2,5,40%,0,0,0%,4,7,57%,1,3,4,0,4,1,0,0,8
"Penn, Kleon",30:22,5,9,56%,0,0,0%,2,4,50%,3,8,11,0,1,3,1,2,12
"Marrero, DeJuan",0:35,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,16,40,40%,11,22,50%,16,21,76%,7,27,34,20,19,14,8,4,81
