Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Emmanuel",5:59,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Kelley, Alfrie 'Tre'",20:16,2,5,40%,0,2,0%,0,0,0%,2,1,3,7,0,3,0,1,4
"Morales, Ferdinand",3:04,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Guzmán, Ánsel",20:13,2,4,50%,1,2,50%,1,1,100%,0,2,2,3,2,2,0,0,8
"Cintrón, Raymond",39:46,1,5,20%,4,8,50%,0,0,0%,0,3,3,5,4,1,1,0,14
"De Jesus, Manuel",14:18,1,1,100%,1,1,100%,0,0,0%,1,2,3,0,1,2,0,1,5
"Orozco, William",36:18,6,9,67%,3,7,43%,4,6,67%,1,9,10,2,3,1,4,1,25
"Perez, Yudniel",1:17,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Ramos, Peter John",23:45,2,8,25%,0,1,0%,0,0,0%,0,0,0,2,4,1,0,1,4
"Ubiles, Edwin",34:59,2,6,33%,4,7,57%,0,0,0%,0,5,5,2,0,1,0,1,16
Totals:,,16,38,42%,13,28,46%,5,7,71%,4,24,28,21,16,13,5,5,76
