Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alamo, Angel 'Junito'",29:19,2,3,67%,1,2,50%,2,2,100%,0,6,6,1,5,2,0,0,9
"Clemente, Denis",26:52,5,9,56%,2,3,67%,10,11,91%,0,1,1,4,0,2,1,0,26
"Cortes, David",17:27,1,2,50%,0,1,0%,0,0,0%,1,4,5,0,1,0,0,0,2
"Lalanne, Cady",35:07,4,7,57%,1,3,33%,1,2,50%,1,7,8,0,4,2,1,1,12
"Cruz, Alvin",14:02,0,0,0%,1,1,100%,0,0,0%,0,1,1,3,2,1,0,0,3
"Soto, Christian A.",12:26,0,0,0%,0,0,0%,1,2,50%,0,0,0,0,2,0,0,1,1
"Huertas, David",40,5,8,63%,4,12,33%,2,2,100%,1,0,1,4,2,2,0,0,24
"Matías, Ángel L.",24:44,6,10,60%,0,0,0%,2,3,67%,0,0,0,1,5,2,2,0,14
Totals:,,23,39,59%,9,22,41%,18,22,82%,3,19,22,13,21,11,4,2,91
