Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Torres, Andres",35:47,0,1,0%,0,1,0%,0,0,0%,1,3,4,11,3,2,3,0,0
"Colon, Gabriel 'Pirulo'",11:34,1,1,100%,0,0,0%,0,0,0%,0,3,3,0,1,0,0,1,2
"Souberbielle, Marcel",3:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Pagan, Wilfredo",4:12,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Morales, Darius",0:25,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Reese, Derek",11:25,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,0
"Liz, Víctor",32:53,5,10,50%,3,5,60%,5,7,71%,2,3,5,2,2,5,0,0,24
"Emory, Carlos",34:58,6,6,100%,2,4,50%,6,7,86%,5,4,9,2,1,2,1,0,24
"Dawson, Eric",16:35,3,4,75%,0,0,0%,2,2,100%,2,1,3,1,3,3,1,0,8
"Vassallo, Ángel Daniel",12:08,0,3,0%,1,3,33%,0,0,0%,1,1,2,1,2,1,0,1,3
"Harris, Mike",36:01,12,19,63%,2,6,33%,1,1,100%,1,7,8,4,2,2,2,1,31
Totals:,,27,45,60%,8,19,42%,14,17,82%,12,24,36,21,15,16,7,3,92
