Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ortiz, Chris",27:27,1,3,33%,0,3,0%,0,0,0%,2,1,3,0,0,0,0,0,2
"Arroyo, Carlos",27:58,1,3,33%,1,10,10%,1,4,25%,0,0,0,12,3,1,1,0,6
"Zambrana, Xavier",5:23,0,2,0%,0,0,0%,0,0,0%,3,1,4,0,3,0,0,0,0
"James, Damion",23:22,6,13,46%,0,2,0%,1,1,100%,2,6,8,1,4,3,2,0,13
"Ayuso, Elias 'Larry'",21:16,1,3,33%,1,2,50%,2,2,100%,1,2,3,2,1,0,0,0,7
"Villafane, Luis",4:44,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Berdiel, Miguel 'Ali'",21:17,4,7,57%,0,2,0%,0,0,0%,1,3,4,5,4,1,1,0,8
"Colón, Alexis 'Bebo'",23:57,3,3,100%,1,2,50%,1,1,100%,0,2,2,0,3,1,2,0,10
"Rivera, Filiberto",18:42,2,3,67%,5,9,56%,0,0,0%,1,2,3,0,1,1,0,0,19
"Peavy, Nathan",25:49,5,9,56%,1,1,100%,1,1,100%,1,6,7,1,2,1,1,0,14
Totals:,,23,46,50%,9,31,29%,6,9,67%,11,23,34,21,22,9,7,0,79
