Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",16:50,0,2,0%,1,2,50%,0,0,0%,0,0,0,3,2,1,0,0,3
"Vazquez, Brian",3:38,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Betancourt, Carmelo",8:27,0,1,0%,0,0,0%,2,2,100%,2,0,2,0,2,0,0,0,2
"Elonu, Chinemelu",31:45,7,12,58%,0,1,0%,4,5,80%,3,14,17,2,4,2,2,3,18
"Agosto, Jeremy",7:44,1,3,33%,0,0,0%,1,4,25%,0,1,1,0,1,1,1,0,3
"Gaston, Chris",6:02,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,2
"Rodríguez, Jonathan",30:23,7,10,70%,0,2,0%,3,4,75%,1,10,11,0,2,1,0,0,17
"Boyd, Brandon",14:43,0,1,0%,1,1,100%,0,0,0%,0,1,1,0,2,2,0,0,3
"Cintrón, Raymond",21:27,1,1,100%,1,9,11%,1,1,100%,0,1,1,1,3,1,0,0,6
"Huertas, David",24:49,0,5,0%,1,3,33%,1,2,50%,2,3,5,2,1,1,0,0,4
"Collier, Devon",12:11,4,5,80%,0,0,0%,1,1,100%,2,1,3,1,2,2,0,0,9
"Torres, Jorge Luis",1,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Mc Griff, Cameron",21:01,1,2,50%,1,6,17%,0,0,0%,1,1,2,0,4,1,0,0,5
Totals:,,22,44,50%,5,25,20%,13,19,68%,11,34,45,9,24,13,3,3,72
