Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",28:56,2,7,29%,1,2,50%,6,6,100%,2,2,4,3,3,2,0,0,13
"Rosario, Mike",21:04,0,1,0%,4,7,57%,0,0,0%,0,3,3,2,0,4,0,0,12
"Ruiz, Gabriel",8:57,0,3,0%,0,0,0%,0,0,0%,0,1,1,1,3,0,0,0,0
"Lee, Marcus",17:16,1,1,100%,0,0,0%,0,0,0%,1,4,5,3,3,0,0,0,2
"Omot, Anunwa",25:03,3,4,75%,1,3,33%,6,9,67%,0,2,2,1,5,5,0,0,15
"Negron, Christian M",12:12,2,2,100%,0,0,0%,0,4,0%,2,1,3,0,1,3,1,0,4
"López, Carlos 'Yao'",11:39,0,0,0%,0,0,0%,0,0,0%,2,4,6,1,0,1,0,0,0
"López, Luis",21:06,1,3,33%,2,4,50%,4,4,100%,0,2,2,0,4,3,2,0,12
"Rivera, Carlos Rubén",15:17,0,0,0%,1,3,33%,2,2,100%,0,4,4,1,1,2,0,0,5
"Murphy, Jordan",25:47,2,5,40%,0,2,0%,3,4,75%,1,2,3,0,2,1,0,0,7
"Ocasio, Jonathan",12:43,1,2,50%,0,2,0%,0,0,0%,0,0,0,0,1,0,0,0,2
Totals:,,12,28,43%,9,23,39%,21,29,72%,8,25,33,12,23,21,3,0,72
