Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",30:19,3,4,75%,0,0,0%,3,4,75%,3,2,5,8,2,2,1,0,9
"Moss, Chris",23:09,4,7,57%,0,0,0%,0,2,0%,1,0,1,0,4,1,0,3,8
"Vassallo, Ángel Daniel",21:53,4,6,67%,1,6,17%,0,0,0%,2,3,5,0,2,1,0,0,11
"Vegerano, Joseph",1:37,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Garcia, Leandro",29:55,1,3,33%,4,8,50%,3,4,75%,1,3,4,5,1,4,2,0,17
"Araujo, Guillermo",17:03,1,1,100%,1,3,33%,0,0,0%,2,3,5,0,3,2,2,1,5
"Cortes, David",20:23,2,2,100%,3,5,60%,4,4,100%,1,2,3,1,1,0,0,0,17
"Rosa, Angel R.",1:37,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Verdejo, Jesus",8:35,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Cruz, Alvin",12:03,1,2,50%,0,1,0%,0,0,0%,2,0,2,1,0,0,0,0,2
"Balkman, Renaldo",31:41,4,10,40%,0,0,0%,2,2,100%,0,8,8,0,2,2,2,3,10
"O'Bryant, Orin",1:37,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
Totals:,,21,37,57%,9,24,38%,12,16,75%,12,21,33,17,16,12,7,7,81
